"函数名"	"定义位置"	"固定字符串出现次数"	"清单条目数"	"原始签名"	"功能备注"	"功能签名"	"迁移归属建议"	"风险标记"
"因果类::查询条件相关因果"	"因果类.cpp:1154"	"1"	"1"	"std::vector<因果模板节点类*> 因果类::查询条件相关因果(特征节点类* 条件特征) const"	"按条件特征查询抽象因果模板，不创建或修改因果节点。"	"类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=因果;约束=无显式约束"	"专用类/对应头文件：因果"	"待复核"
"因果类::查询结果相关因果"	"因果类.cpp:1173"	"1"	"1"	"std::vector<因果模板节点类*> 因果类::查询结果相关因果( 特征节点类* 结果特征, 状态节点类* 结果状态) const"	"按结果特征或结果状态查询抽象因果模板，不创建或修改因果节点。"	"类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=因果;约束=无显式约束"	"专用类/对应头文件：因果"	"待复核"
"因果类::查询自检原子目标投影"	"因果类.cpp:1401"	"1"	"1"	"结构_自检原子目标因果投影结果 因果类::查询自检原子目标投影( const 结构_自检原子目标因果投影输入& 输入) const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=因果;约束=无显式约束"	"专用类/对应头文件：因果"	"待复核"
"因果类::生成抽象因果自然语言"	"因果类.cpp:1952"	"1"	"1"	"std::string 因果类::生成抽象因果自然语言(const 因果模板节点类* 节点) const"	"把因果模板转换为基础命名显示使用的自然语言。"	"类别=生成;输入=有自定义类型;输出=文本;副作用=无明显副作用;领域=因果;约束=无显式约束"	"专用类/对应头文件：因果"	"待复核"
"因果类::私有_生成因果信息并返回模板"	"因果类.cpp:1536"	"1"	"1"	"因果模板节点类* 因果类::私有_生成因果信息并返回模板( 场景节点类* 场景, 动态节点类* 动态节点, 基础信息节点类* 动作主体, 基础信息节点类* 动作语义, const std::string& 因动作语义键, bool 设为主结果)"	"内部生成或命中因果模板，并返回公开入口使用的首选模板。"	"类别=比较;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=因果;约束=无显式约束"	"专用类/对应头文件：因果"	"待复核"
"因果类::绑定基础信息"	"因果类.cpp:1094"	"1"	"1"	"void 因果类::绑定基础信息(基础信息类* 基础信息) noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=因果;约束=noexcept"	"专用类/对应头文件：因果"	"待复核"
"因果类::追加证据动态样本"	"因果类.cpp:1886"	"1"	"1"	"bool 因果类::追加证据动态样本(因果模板节点类* 节点, 动态节点类* 证据动态)"	"为生成因果信息命中的现有模板追加证据动态。"	"类别=比较;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=因果;约束=无显式约束"	"专用类/对应头文件：因果"	"待复核"
"场景类::创建场景_按名称"	"场景类.cpp:159"	"1"	"1"	"场景节点类* 场景类::创建场景_按名称( 基础信息节点类* 父节点, const 语素入口节点类* 名称, 枚举_世界类型 世界类型)"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::删除场景"	"场景类.cpp:186"	"1"	"1"	"bool 场景类::删除场景(场景节点类* 节点)"	"删除指定对象、状态或登记项。"	"类别=清理;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::取或创建子场景_按名称"	"场景类.cpp:171"	"1"	"1"	"场景节点类* 场景类::取或创建子场景_按名称( 基础信息节点类* 父节点, const 语素入口节点类* 名称, 枚举_世界类型 世界类型)"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::枚举全部场景"	"场景类.cpp:192"	"1"	"1"	"std::vector<场景节点类*> 场景类::枚举全部场景() const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::查找子场景_按名称"	"场景类.cpp:240"	"1"	"1"	"场景节点类* 场景类::查找子场景_按名称(const 基础信息节点类* 父节点, const 语素入口节点类* 名称) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::绑定基础信息"	"场景类.cpp:132"	"1"	"1"	"void 场景类::绑定基础信息(基础信息类* 基础信息) noexcept"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=场景;约束=noexcept"	"专用类/对应头文件：场景"	"待复核"
"场景类::绑定宿主"	"场景类.cpp:254"	"1"	"1"	"bool 场景类::绑定宿主(场景节点类* 节点, 存在节点类* 宿主存在)"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::绑定来源文章"	"场景类.cpp:263"	"1"	"1"	"bool 场景类::绑定来源文章(场景节点类* 节点, 文章节点类* 来源文章)"	"建立对象、任务、方法或因果之间的绑定关系。"	"类别=未分类;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::获取子场景"	"场景类.cpp:204"	"1"	"1"	"std::vector<场景节点类*> 场景类::获取子场景(const 基础信息节点类* 父节点) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::获取子存在"	"场景类.cpp:216"	"1"	"1"	"std::vector<存在节点类*> 场景类::获取子存在(const 基础信息节点类* 父节点) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::获取子特征"	"场景类.cpp:228"	"1"	"1"	"std::vector<特征节点类*> 场景类::获取子特征(const 基础信息节点类* 父节点) const"	"读取并返回指定对象、状态或运行材料。"	"类别=读取;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::追加二次特征"	"场景类.cpp:312"	"1"	"1"	"bool 场景类::追加二次特征(场景节点类* 节点, 二次特征节点类* 二次特征节点)"	"按函数名执行对应处理。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::追加关系"	"场景类.cpp:306"	"1"	"1"	"bool 场景类::追加关系(场景节点类* 节点, 二次特征节点类* 二次特征节点)"	"按函数名执行对应处理。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::追加动态"	"场景类.cpp:293"	"1"	"1"	"bool 场景类::追加动态(场景节点类* 节点, 动态节点类* 动态节点)"	"按函数名执行对应处理。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"场景类::追加状态"	"场景类.cpp:272"	"1"	"1"	"bool 场景类::追加状态(场景节点类* 节点, 状态节点类* 状态节点)"	"按函数名执行对应处理。"	"类别=写入;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=场景;约束=无显式约束"	"专用类/对应头文件：场景"	"待复核"
"基础信息类::~基础信息类"	"基础信息类.cpp:25"	"1"	"1"	"基础信息类::~基础信息类()"	"释放或收束对象资源。"	"类别=清理;输入=有自定义类型;输出=其他;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::世界根"	"基础信息类.cpp:37"	"1"	"1"	"基础信息类::节点类* 基础信息类::世界根() const noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=noexcept"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::主信息类型是否可由语素入口模板创建"	"基础信息类.cpp:225"	"1"	"1"	"bool 基础信息类::主信息类型是否可由语素入口模板创建(枚举_主信息类型 类型) noexcept"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=noexcept"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::初始化"	"基础信息类.cpp:32"	"1"	"1"	"void 基础信息类::初始化()"	"初始化相关对象、状态或运行上下文。"	"类别=构造;输入=有自定义类型;输出=void;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::删除节点"	"基础信息类.cpp:59"	"1"	"1"	"bool 基础信息类::删除节点(节点类* 节点)"	"删除指定对象、状态或登记项。"	"类别=清理;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::取或创建存在概念根"	"基础信息类.cpp:334"	"1"	"1"	"存在节点类* 基础信息类::取或创建存在概念根()"	"创建并返回或登记对应对象。"	"类别=构造;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::基础信息节点匹配类型"	"基础信息类.cpp:231"	"1"	"1"	"bool 基础信息类::基础信息节点匹配类型(const 节点类* 节点, 枚举_主信息类型 类型) noexcept"	"按函数名执行对应处理。"	"类别=比较;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=noexcept"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::基础信息节点引用语素入口节点"	"基础信息类.cpp:239"	"1"	"1"	"bool 基础信息类::基础信息节点引用语素入口节点(const 节点类* 节点, const 语素入口节点类* 入口节点) noexcept"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=noexcept"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::更新主信息"	"基础信息类.cpp:67"	"1"	"1"	"bool 基础信息类::更新主信息(节点类* 节点, 基础信息基类* 主信息)"	"更新已有对象、状态、索引或缓存。"	"类别=更新;输入=有自定义类型;输出=bool;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::枚举全部节点"	"基础信息类.cpp:82"	"1"	"1"	"std::vector<基础信息类::节点类*> 基础信息类::枚举全部节点() const"	"按函数名执行对应处理。"	"类别=执行;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
"基础信息类::查找引用语素入口节点的基础信息"	"基础信息类.cpp:203"	"1"	"1"	"std::vector<基础信息类::节点类*> 基础信息类::查找引用语素入口节点的基础信息( const 语素入口节点类* 入口节点, const 节点类* 范围根 ) const"	"按条件查找目标对象、方法或事实。"	"类别=查找;输入=有自定义类型;输出=指针/引用/句柄;副作用=无明显副作用;领域=基础信息;约束=无显式约束"	"专用类/对应头文件：基础信息"	"待复核"
