结构体名	所在文件	行号	字段摘要	是否含文本业务字段	是否含项目结构字段	写入方	读取方	外部读取	初步分类
结构_原语判定结果	任务模块.治理协议.ixx	245	枚举_原语类型 类型 = 枚举_原语类型::条件满足; | std::uintptr_t 类型抽象特征指针 = 0; | I64 类型值 = 0; | bool 是否满足 = false; | std::int64_t 满足度_Q10000 = 0; | std::int64_t 置信度_Q10000 = 0; | bool 是否冲突 = false; | bool 需升阶 = false; | ...(+5)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_原语判定汇总	任务模块.治理协议.ixx	260	bool 条件满足 = false; | bool 方向一致 = false; | bool 结果符合 = false; | bool 出现冲突 = false; | bool 因果稳定 = false; | bool 需要升阶 = false; | bool 可等待 = false; | bool 已完成 = false; | ...(+8)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务治理二次特征证据	任务模块.治理协议.ixx	278	bool 有证据 = false; | bool 任务条件满足 = false; | bool 目标结果方向一致 = false; | bool 目标结果已落范围 = false; | bool 当前存在显式冲突 = false; | bool 当前动作已启动 = false; | bool 当前动作已完成 = false; | bool 当前动作失败退出 = false; | ...(+24)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_原语候选项	任务模块.治理协议.ixx	329	任务类::节点类* 节点 = nullptr; | std::string 候选角色{}; | std::string 候选主键{}; | bool 是否同向 = false; | 方法类::节点类* 方法节点 = nullptr; | std::string 需求轴键{}; | std::string 比较特征键{}; | 枚举_原语候选比较基准类型 比较基准类型 = 枚举_原语候选比较基准类型::未定义; | ...(+8)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_高阶排序请求	任务模块.治理协议.ixx	347	std::string 需求轴键{}; | std::vector<std::string> 候选主键列表{}; | std::string 候选摘要{}; | std::string 首候选主键{}; | std::string 次候选主键{}; | std::string 比较特征键{}; | 枚举_原语候选比较基准类型 比较基准类型 = 枚举_原语候选比较基准类型::未定义; | std::uintptr_t 比较基准类型抽象特征指针 = 0; | ...(+5)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_高阶排序结果	任务模块.治理协议.ixx	362	std::string 需求轴键{}; | std::vector<std::string> 候选主键列表{}; | std::string 候选摘要{}; | std::string 排序关系{}; | std::string 胜出候选主键{}; | bool 是否等效 = false; | bool 是否过头 = false; | std::int64_t 置信度_Q10000 = 0; | ...(+2)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_高阶胜出绑定	任务模块.治理协议.ixx	374	std::string 需求轴键{}; | std::string 胜出候选主键{}; | std::string 胜出方法主键{}; | 任务类::节点类* 胜出任务结果节点 = nullptr; | 方法类::节点类* 胜出方法结果节点 = nullptr; | 方法类::节点类* 胜出方法节点 = nullptr; | 枚举_原语候选来源锚点类型 来源锚点类型 = 枚举_原语候选来源锚点类型::未定义; | std::uintptr_t 来源锚点类型抽象特征指针 = 0; | ...(+5)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理显式事件控制	任务模块.治理协议.ixx	416	bool 启用 = false; | 枚举_任务管理触发事件类型 事件类型 = 枚举_任务管理触发事件类型::未定义; | std::uintptr_t 事件类型抽象特征指针 = 0; | I64 事件类型值 = 0; | 枚举_任务管理触发来源 触发来源 = 枚举_任务管理触发来源::自然运行态; | std::uintptr_t 触发来源抽象特征指针 = 0; | I64 触发来源值 = 0; | std::uint64_t 来源最小原语位图 = 0; | ...(+5)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理控制承接记录	任务模块.治理协议.ixx	431	std::string 控制请求主键{}; | std::string 目标线程主键{}; | std::string 目标任务管理任务主键{}; | std::string 目标任务主键{}; | std::string 对应执行尝试主键{}; | 枚举_任务管理控制意图值 当前控制意图 = 枚举_任务管理控制意图值::未定义; | std::uintptr_t 当前控制意图抽象特征指针 = 0; | I64 当前控制意图值 = 0; | ...(+11)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理主体虚拟存在	任务模块.治理协议.ixx	455	时间戳 创建时间 = 0; | 时间戳 最近激活时间 = 0; | 时间戳 最近回并时间 = 0; | 时间戳 最近缺口反馈时间 = 0; | 时间戳 最近缺口回流时间 = 0; | std::uint64_t 主体ID = 0; | std::uint32_t 版本号 = 0; | bool 总目标为推进任务完成 = true; | ...(+71)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理分身继承面	任务模块.治理协议.ixx	543	时间戳 创建时间 = 0; | 时间戳 最近推进时间 = 0; | 时间戳 最近回并时间 = 0; | std::uint64_t 主体ID = 0; | std::uint64_t 分身ID = 0; | std::uint32_t 回并序号 = 0; | 枚举_任务管理分身状态 当前状态 = 枚举_任务管理分身状态::未定义; | std::uintptr_t 当前状态抽象特征指针 = 0; | ...(+35)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理方法需求位特征面	任务模块.治理协议.ixx	597	枚举_任务管理方法需求位 当前需求位 = 枚举_任务管理方法需求位::未定义; | std::uintptr_t 当前需求位抽象特征指针 = 0; | I64 当前需求位值 = 0; | 枚举_任务管理功能域 当前功能域 = 枚举_任务管理功能域::未定义; | std::uintptr_t 当前功能域抽象特征指针 = 0; | I64 当前功能域值 = 0; | 枚举_任务管理缺口类型 当前缺口类型 = 枚举_任务管理缺口类型::未定义; | std::uintptr_t 当前缺口类型抽象特征指针 = 0; | ...(+47)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理最小原语签名	任务模块.治理协议.ixx	658	枚举_任务管理最小原语ID 原语ID = 枚举_任务管理最小原语ID::未定义; | std::uintptr_t 原语ID抽象特征指针 = 0; | I64 原语ID值 = 0; | const char* 原语名 = ""; | const char* 输入签名 = ""; | const char* 输出签名 = ""; | const char* 合法承载对象摘要 = ""; | };	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理本能能力缺口面	任务模块.治理协议.ixx	670	枚举_任务管理方法需求位 对应需求位 = 枚举_任务管理方法需求位::未定义; | 枚举_任务管理本能能力缺口类型 当前缺口类型 = 枚举_任务管理本能能力缺口类型::未定义; | std::uintptr_t 当前缺口类型抽象特征指针 = 0; | I64 当前缺口类型值 = 0; | bool 已具备确保单承载存在 = false; | bool 已具备读取单特征当前值 = false; | bool 已具备写入单特征当前值 = false; | bool 已具备写入单挂点指针 = false; | ...(+21)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理正式原语资产概览	任务模块.治理协议.ixx	706	bool 已具备确保单承载存在 = false; | bool 已具备读取单特征当前值 = false; | bool 已具备写入单特征当前值 = false; | bool 已具备写入单挂点指针 = false; | bool 已具备记录动作开始 = false; | bool 已具备记录动作结束 = false; | std::uint64_t 所需原语位图 = 0; | std::uint64_t 已具备原语位图 = 0; | ...(+6)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理上下文	任务模块.治理协议.ixx	724	时间戳 当前时间 = 0; | 需求类::节点类* 当前主需求 = nullptr; | 任务类::节点类* 当前管理任务 = nullptr; | 任务类::节点类* 当前宿主任务 = nullptr; | 方法类::节点类* 当前方法 = nullptr; | 任务类::节点类* 当前步骤 = nullptr; | 任务类::节点类* 最近结果 = nullptr; | 枚举_任务管理缺口类型 当前缺口类型 = 枚举_任务管理缺口类型::未定义; | ...(+65)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理请求	任务模块.治理协议.ixx	800	std::uint64_t 请求ID = 0; | 任务类::节点类* 宿主任务 = nullptr; | 时间戳 提交时间 = 0; | std::uint32_t 提交序号 = 0; | 结构_任务管理上下文 上下文{}; | 枚举_任务管理触发事件类型 触发事件类型 = 枚举_任务管理触发事件类型::未定义; | std::uintptr_t 触发事件类型抽象特征指针 = 0; | I64 触发事件类型值 = 0; | ...(+24)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理单步决策	任务模块.治理协议.ixx	835	枚举_任务管理功能域 当前功能域 = 枚举_任务管理功能域::未定义; | std::uintptr_t 当前功能域抽象特征指针 = 0; | I64 当前功能域值 = 0; | 枚举_任务管理缺口类型 当前缺口类型 = 枚举_任务管理缺口类型::未定义; | std::uintptr_t 当前缺口类型抽象特征指针 = 0; | I64 当前缺口类型值 = 0; | 枚举_任务管理下一步去向 当前下一步去向 = 枚举_任务管理下一步去向::未定义; | std::uintptr_t 当前下一步去向抽象特征指针 = 0; | ...(+37)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理写回结果	任务模块.治理协议.ixx	883	任务类::节点类* 当前步骤节点 = nullptr; | 任务类::节点类* 当前业务子任务 = nullptr; | 任务类::节点类* 当前补条件子任务 = nullptr; | 状态节点类* 宿主目标状态 = nullptr; | 状态节点类* 宿主结果状态 = nullptr; | std::string 双面摘要{}; | std::string 结构动作摘要{}; | std::string 主体回并摘要{}; | ...(+1)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理一步结果	任务模块.治理协议.ixx	895	任务类::节点类* 宿主任务 = nullptr; | std::uint64_t 当前主体ID = 0; | std::uint64_t 当前分身ID = 0; | 枚举_任务管理功能域 当前功能域 = 枚举_任务管理功能域::未定义; | std::uintptr_t 当前功能域抽象特征指针 = 0; | I64 当前功能域值 = 0; | 枚举_任务管理缺口类型 当前缺口类型 = 枚举_任务管理缺口类型::未定义; | std::uintptr_t 当前缺口类型抽象特征指针 = 0; | ...(+45)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_缺口承接决策	任务模块.治理协议.ixx	950	bool 是否触发缺口承接 = false; | 枚举_任务管理缺口承接类型 承接类型 = 枚举_任务管理缺口承接类型::未定义; | std::uintptr_t 承接类型抽象特征指针 = 0; | I64 承接类型值 = 0; | bool 补原语或治理本能 = false; | 任务类::节点类* 来源根任务 = nullptr; | 任务类::节点类* 来源父任务 = nullptr; | 枚举_任务管理功能域 来源功能域 = 枚举_任务管理功能域::未定义; | ...(+38)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_任务管理结果	任务模块.治理协议.ixx	998	bool 已补齐治理任务 = false; | bool 已选中宿主任务 = false; | bool 已绑定方法挂点 = false; | bool 已推进任务状态 = false; | bool 已创建步骤节点 = false; | bool 已命中最近结果 = false; | bool 已复用当前步骤 = false; | bool 已生成治理证据 = false; | ...(+129)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_治理实例堆快照	任务模块.治理协议.ixx	1141	std::size_t 总数 = 0; | std::string 最近摘要{}; | std::vector<结构_任务管理结果> 实例列表{}; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_治理恢复事件镜像	任务模块.治理协议.ixx	1154	时间戳 入队时间 = 0; | 枚举_任务管理触发事件类型 事件类型 = 枚举_任务管理触发事件类型::未定义; | std::uintptr_t 事件类型抽象特征指针 = 0; | I64 事件类型值 = 0; | 枚举_任务管理触发来源 触发来源 = 枚举_任务管理触发来源::未定义; | std::uintptr_t 触发来源抽象特征指针 = 0; | I64 触发来源值 = 0; | 枚举_治理恢复事件处理方式 恢复处理方式 = 枚举_治理恢复事件处理方式::未定义; | ...(+8)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_治理恢复快照	任务模块.治理协议.ixx	1172	std::string 快照版本{ "治理恢复_v3" }; | 可解析引用<任务节点类> 宿主任务{}; | 枚举_任务管理根层重判结果 最近根层重判结果 = 枚举_任务管理根层重判结果::未定义; | std::uintptr_t 最近根层重判结果抽象特征指针 = 0; | I64 最近根层重判结果值 = 0; | 枚举_任务管理执行前门控结果 最近执行前门控结果 = 枚举_任务管理执行前门控结果::未定义; | std::uintptr_t 最近执行前门控结果抽象特征指针 = 0; | I64 最近执行前门控结果值 = 0; | ...(+52)	是	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
单文件日志器	日志模块.ixx	223	std::mutex mtx; | std::ofstream ofs; | std::string 当前日期; | std::filesystem::path 根目录; | std::string 文件前缀; | std::string 文件标识; | bool 每条刷新 = true; | bool 错误立即刷新 = true; | ...(+86)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_世界树SQL节点行	世界树类.cpp	243	int 行号 = 0; | std::string 节点主键{}; | std::string 父节点主键{}; | int 深度 = 0; | int 同层序号 = 0; | int 直接子数量 = 0; | std::string 路径{}; | std::string 节点类别{}; | ...(+12)	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
结构_世界树SQL关系行	世界树类.cpp	265	int 行号 = 0; | std::string 宿主主键{}; | std::string 关系名{}; | std::string 目标类别{}; | std::string 目标主键{}; | std::string 目标文本{}; | int 序号 = 0; | };	是	否	待P3审计	待P3审计	待P3审计	候选：待引用审计
场景相对坐标项	世界树类.h	21	const 存在节点类* 参考存在 = nullptr; | Vector3D 相对坐标_mm{}; | I64 置信度 = 10000; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
场景绝对坐标换算结果	世界树类.h	27	bool 成功 = false; | Vector3D 绝对坐标_mm{}; | const 存在节点类* 参考存在 = nullptr; | I64 使用相对坐标项数量 = 0; | I64 置信度 = 0; | };	否	是	待P3审计	待P3审计	待P3审计	候选：待引用审计
