函数名	定义位置	原始签名	参数类型	返回类型	函数体领域依赖	分类A或B	迁移候选	保留原因	模块import风险	下一步处理
世界树类::读取场景状态索引快照	世界树类.cpp:2610	std::vector<可解析引用<状态节点类>> 世界树类::读取场景状态索引快照(const 场景节点类* 场景) const	const 场景节点类* 场景	std::vector<可解析引用<状态节点类>>	节点类,节点,场景节点,场景,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,场景节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取存在名称	世界树类.cpp:2325	const 语素入口节点类* 世界树类::读取存在名称(const 存在节点类* 节点) const noexcept	const 存在节点类* 节点	const 语素入口节点类*	节点类,节点,语素入口,存在节点,语素,存在,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,存在节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取存在场景绝对坐标	世界树类.cpp:3724	bool 世界树类::读取存在场景绝对坐标(const 存在节点类* 节点, Vector3D& 输出坐标_mm) const	const 存在节点类* 节点, Vector3D& 输出坐标_mm	bool	节点类,节点,存在节点,存在,场景,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,存在节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取存在类型	世界树类.cpp:2331	const 语素入口节点类* 世界树类::读取存在类型(const 存在节点类* 节点) const noexcept	const 存在节点类* 节点	const 语素入口节点类*	节点类,节点,语素入口,存在节点,语素,存在,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,语素入口,存在节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取最近清理问题快照	世界树类.cpp:2991	结构_状态清理问题快照 世界树类::读取最近清理问题快照() const		结构_状态清理问题快照	结构_,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：结构_；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取最近观测位置缓存	世界树类.cpp:2343	bool 世界树类::读取最近观测位置缓存(const 存在节点类* 节点, Vector3D& 输出位置_mm) const noexcept	const 存在节点类* 节点, Vector3D& 输出位置_mm	bool	节点类,节点,存在节点,存在,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,存在节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征VecI64	世界树类.cpp:3581	bool 世界树类::读取特征VecI64(const 特征节点类* 节点, VecI64& 输出值) const	const 特征节点类* 节点, VecI64& 输出值	bool	节点类,节点,特征节点,特征,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,特征节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征VecI64	世界树类.cpp:3591	bool 世界树类::读取特征VecI64( const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, VecI64& 输出值) const	 const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, VecI64& 输出值	bool	节点类,节点,基础信息,语素入口,语素,特征,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,语素入口；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征VecU	世界树类.cpp:3571	const VecIU64* 世界树类::读取特征VecU(const 特征节点类* 节点) const	const 特征节点类* 节点	const VecIU64*	节点类,节点,特征节点,特征,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,特征节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征_I64	世界树类.cpp:3522	bool 世界树类::读取特征_I64(const 特征节点类* 节点, I64& 输出值) const	const 特征节点类* 节点, I64& 输出值	bool	节点类,节点,特征节点,特征,世界树	A	否	命中自定义结构/节点/协议依赖：节点类,节点,特征节点；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征_I64	世界树类.cpp:3533	bool 世界树类::读取特征_I64(const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, I64& 输出值) const	const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, I64& 输出值	bool	节点类,节点,基础信息,语素入口,语素,特征,世界树	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,语素入口；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征_指针	世界树类.cpp:3544	bool 世界树类::读取特征_指针(const 特征节点类* 节点, void*& 输出指针) const	const 特征节点类* 节点, void*& 输出指针	bool	节点类,节点,特征节点,特征,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,特征节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征_指针	世界树类.cpp:3556	bool 世界树类::读取特征_指针( const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, void*& 输出指针) const	 const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型, void*& 输出指针	bool	节点类,节点,基础信息,语素入口,语素,特征,世界树,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,语素入口；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征快照	世界树类.cpp:3510	特征值 世界树类::读取特征快照(const 特征节点类* 节点) const	const 特征节点类* 节点	特征值	节点类,节点,特征节点,特征,特征值,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,特征节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::读取特征快照	世界树类.cpp:3516	特征值 世界树类::读取特征快照(const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型) const	const 基础信息节点类* 宿主, const 语素入口节点类* 特征类型	特征值	节点类,节点,基础信息,语素入口,语素,特征,特征值,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,语素入口；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::追加来源低层动态	世界树类.cpp:3091	bool 世界树类::追加来源低层动态(动态节点类* 节点, 动态节点类* 来源低层动态)	动态节点类* 节点, 动态节点类* 来源低层动态	bool	节点类,节点,动态,世界树,服务,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::重写世界树SQL投影	世界树类.cpp:1743	bool 世界树类::重写世界树SQL投影(const char* 来源原因, const bool 执行字段恢复比对) const noexcept	const char* 来源原因, const bool 执行字段恢复比对	bool	节点类,节点,基础信息,结构_,ADO,世界树,SQL,日志,字段访问	A	否	命中自定义结构/节点/协议依赖：节点类,节点,基础信息,结构_,ADO；函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
世界树类::默认特征差异度	世界树类.cpp:3823	I64 世界树类::默认特征差异度(const 特征值& 左值, const 特征值& 右值) const	const 特征值& 左值, const 特征值& 右值	I64	特征,特征值,世界树,字段访问	A	否	函数体存在字段/指针成员访问，需保守视为对象依赖；成员函数/构造析构/operator 不迁入全局共享	高	不迁入全局共享；按所属领域保留/去重/删除审计
