live	函数名	未限定名	定义位置	call_like_count	功能	签名风险标记	命中位置
yes	特征_最高允许目标特征类型	特征_最高允许目标特征类型	自我动作实现.外设模块.ixx:1749	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1749;自我动作实现模块.ixx:1273
yes	特征_最高允许宿主类型	特征_最高允许宿主类型	自我动作实现.外设模块.ixx:1756	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1756;自我动作实现模块.ixx:1280
yes	特征_允许值类型	特征_允许值类型	自我动作实现.外设模块.ixx:1763	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1763;自我动作实现模块.ixx:1287
yes	特征_最大类型抽象层数	特征_最大类型抽象层数	自我动作实现.外设模块.ixx:1777	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1777;自我动作实现模块.ixx:1301
yes	特征_最大值域抽象层数	特征_最大值域抽象层数	自我动作实现.外设模块.ixx:1784	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1784;自我动作实现模块.ixx:1308
yes	特征_最大查找递归深度	特征_最大查找递归深度	自我动作实现.外设模块.ixx:1798	2	按条件查找目标对象、方法或事实。		自我动作实现.外设模块.ixx:1798;自我动作实现模块.ixx:1322
yes	特征_是否包含禁用方法	特征_是否包含禁用方法	自我动作实现.外设模块.ixx:1805	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1805;自我动作实现模块.ixx:1329
yes	特征_是否允许当前方法自身	特征_是否允许当前方法自身	自我动作实现.外设模块.ixx:1812	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1812;自我动作实现模块.ixx:1336
yes	特征_方法配对结果	特征_方法配对结果	自我动作实现.外设模块.ixx:1819	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1819;自我动作实现模块.ixx:1343
yes	特征_参数配对结果	特征_参数配对结果	自我动作实现.外设模块.ixx:1826	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1826;自我动作实现模块.ixx:1350
yes	类型_参数配对结果存在	类型_参数配对结果存在	自我动作实现.外设模块.ixx:1833	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1833;自我动作实现模块.ixx:1357
yes	特征_参数配对情况	特征_参数配对情况	自我动作实现.外设模块.ixx:1840	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1840;自我动作实现模块.ixx:1364
yes	类型_方法配对结果存在	类型_方法配对结果存在	自我动作实现.外设模块.ixx:1868	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1868;自我动作实现模块.ixx:1392
yes	特征_来源需求条件包	特征_来源需求条件包	自我动作实现.外设模块.ixx:1882	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1882;自我动作实现模块.ixx:1406
yes	特征_使用限制包	特征_使用限制包	自我动作实现.外设模块.ixx:1889	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1889;自我动作实现模块.ixx:1413
yes	特征_缓存方法虚拟存在	特征_缓存方法虚拟存在	自我动作实现.外设模块.ixx:1917	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1917;自我动作实现模块.ixx:1441
yes	特征_选中方法虚拟存在	特征_选中方法虚拟存在	自我动作实现.外设模块.ixx:1924	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1924;自我动作实现模块.ixx:1448
yes	特征_匹配方法能力包	特征_匹配方法能力包	自我动作实现.外设模块.ixx:1931	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1931;自我动作实现模块.ixx:1455
yes	特征_原始需求绑定包	特征_原始需求绑定包	自我动作实现.外设模块.ixx:1938	2	建立对象、任务、方法或因果之间的绑定关系。		自我动作实现.外设模块.ixx:1938;自我动作实现模块.ixx:1462
yes	特征_匹配路径记录	特征_匹配路径记录	自我动作实现.外设模块.ixx:1945	2	记录日志、动态、证据或运行痕迹。		自我动作实现.外设模块.ixx:1945;自我动作实现模块.ixx:1469
yes	特征_类型抽象距离	特征_类型抽象距离	自我动作实现.外设模块.ixx:1952	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1952;自我动作实现模块.ixx:1476
yes	特征_值域抽象距离	特征_值域抽象距离	自我动作实现.外设模块.ixx:1959	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1959;自我动作实现模块.ixx:1483
yes	特征_总匹配距离	特征_总匹配距离	自我动作实现.外设模块.ixx:1966	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1966;自我动作实现模块.ixx:1490
yes	特征_待配对形参表	特征_待配对形参表	自我动作实现.外设模块.ixx:1973	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1973;自我动作实现模块.ixx:1497
yes	特征_候选扫描数量	特征_候选扫描数量	自我动作实现.外设模块.ixx:1980	2	执行扫描相关材料获取、比较或提交逻辑。		自我动作实现.外设模块.ixx:1980;自我动作实现模块.ixx:1504
yes	特征_成功匹配数量	特征_成功匹配数量	自我动作实现.外设模块.ixx:1987	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:1987;自我动作实现模块.ixx:1511
yes	特征_使用默认方法搜索根	特征_使用默认方法搜索根	自我动作实现.外设模块.ixx:2001	2	在候选范围内搜索目标对象或路径。		自我动作实现.外设模块.ixx:2001;自我动作实现模块.ixx:1525
yes	值_输入绑定失败	值_输入绑定失败	自我动作实现.外设模块.ixx:2008	2	建立对象、任务、方法或因果之间的绑定关系。		自我动作实现.外设模块.ixx:2008;自我动作实现模块.ixx:1532
yes	值_超出限制	值_超出限制	自我动作实现.外设模块.ixx:2015	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2015;自我动作实现模块.ixx:1539
yes	值_没有匹配方法	值_没有匹配方法	自我动作实现.外设模块.ixx:2022	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2022;自我动作实现模块.ixx:1546
yes	值_不修改现实场景特征值	值_不修改现实场景特征值	自我动作实现.外设模块.ixx:2085	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2085;自我动作实现模块.ixx:1609
yes	值_不执行被查找到的方法	值_不执行被查找到的方法	自我动作实现.外设模块.ixx:2092	2	按条件查找目标对象、方法或事实。		自我动作实现.外设模块.ixx:2092;自我动作实现模块.ixx:1616
yes	类型_安全因果候选条目	类型_安全因果候选条目	自我动作实现.外设模块.ixx:2211	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2211;自我动作实现.外设模块.ixx:13687
yes	类型_自我边界参照	类型_自我边界参照	自我动作实现.外设模块.ixx:2218	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2218;自我动作实现.外设模块.ixx:20374
yes	名称_存在内部世界	名称_存在内部世界	自我动作实现.外设模块.ixx:2225	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2225;自我动作实现.外设模块.ixx:13883
yes	类型_观察存在匹配关系	类型_观察存在匹配关系	自我动作实现.外设模块.ixx:2267	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2267;自我动作实现.外设模块.ixx:14465
yes	类型_观察存在变化结果	类型_观察存在变化结果	自我动作实现.外设模块.ixx:2274	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2274;自我动作实现.外设模块.ixx:14479
yes	类型_当前观察范围可观测单位存在对应事实	类型_当前观察范围可观测单位存在对应事实	自我动作实现.外设模块.ixx:2281	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2281;自我动作实现.外设模块.ixx:23189
yes	类型_可观测单位到存在映射表	类型_可观测单位到存在映射表	自我动作实现.外设模块.ixx:2288	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2288;自我动作实现.外设模块.ixx:23203
yes	类型_可观测单位到存在映射项	类型_可观测单位到存在映射项	自我动作实现.外设模块.ixx:2295	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2295;自我动作实现.外设模块.ixx:23750
yes	类型_观察存在发现事实	类型_观察存在发现事实	自我动作实现.外设模块.ixx:2302	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2302;自我动作实现.外设模块.ixx:24272
yes	类型_观察变化事件	类型_观察变化事件	自我动作实现.外设模块.ixx:2309	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2309;自我动作实现.外设模块.ixx:14493
yes	类型_当前帧轮廓分区项	类型_当前帧轮廓分区项	自我动作实现.外设模块.ixx:2316	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2316;自我动作实现.外设模块.ixx:24875
yes	取或创建当前观察范围对应事实	取或创建当前观察范围对应事实	自我动作实现.外设模块.ixx:23182	2	创建并返回或登记对应对象。		自我动作实现.外设模块.ixx:23182;自我动作实现.外设模块.ixx:23616
yes	取或创建可观测单位映射表	取或创建可观测单位映射表	自我动作实现.外设模块.ixx:23196	2	创建并返回或登记对应对象。		自我动作实现.外设模块.ixx:23196;自我动作实现.外设模块.ixx:23622
yes	类型_当前场景特征值可读材料门项	类型_当前场景特征值可读材料门项	自我动作实现.外设模块.ixx:2323	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2323;自我动作实现.外设模块.ixx:13748
yes	类型_场景识别快照	类型_场景识别快照	自我动作实现.外设模块.ixx:2330	2	执行识别相关匹配、确认或结果输出逻辑。		自我动作实现.外设模块.ixx:2330;自我动作实现.外设模块.ixx:14871
yes	类型_OpenGL复现数据	类型_OpenGL复现数据	自我动作实现.外设模块.ixx:2337	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:2337;自我动作实现.外设模块.ixx:14877
yes	读取像素坐标参数	读取像素坐标参数	自我动作实现.外设模块.ixx:25389	2	从指定来源读取数据或状态。		自我动作实现.外设模块.ixx:25389;自我动作实现.外设模块.ixx:25432
yes	特征_内部世界场景类型	特征_内部世界场景类型	自我动作实现.外设模块.ixx:3387	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3387;自我动作实现.外设模块.ixx:13976
yes	特征_父场景	特征_父场景	自我动作实现.外设模块.ixx:3401	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3401;自我动作实现.外设模块.ixx:13992
yes	特征_外部场景	特征_外部场景	自我动作实现.外设模块.ixx:3443	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3443;自我动作实现.外设模块.ixx:14011
yes	特征_内部场景	特征_内部场景	自我动作实现.外设模块.ixx:3450	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3450;自我动作实现.外设模块.ixx:14009
yes	特征_局部像素索引状态	特征_局部像素索引状态	自我动作实现.外设模块.ixx:3583	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3583;自我动作实现.外设模块.ixx:14039
yes	特征_不再细分	特征_不再细分	自我动作实现.外设模块.ixx:3632	2	按函数名执行对应处理。		自我动作实现.外设模块.ixx:3632;自我动作实现.外设模块.ixx:14108
